"","id","time","concentration","volume","area","temperature_celsius","air_pressure","gas_pressure","gas_temp","ph","orp","wt"
"6939","e1",31,2.0401239,0.012602,0.0712,9.556953,1013.16748,39.6699,55.001,7.0959473,199.95374,5.2888637
"6940","e1",32,2.0417183,0.012602,0.0712,9.539864,1013.249023,39.6703,55.001,7.0959473,199.95374,5.2888637
"6941","e1",33,2.0434095,0.012602,0.0712,9.522774,1013.28302,39.6699,55.001,7.0959473,199.95374,5.2888637
"6942","e1",34,2.0449878,0.012602,0.0712,9.522774,1013.450012,39.6695,55.001,7.0959473,199.95374,5.2888637
"6943","e1",35,2.0464575,0.012602,0.0712,9.503014,1013.444519,39.6707,55.001,7.0959473,199.95374,5.2888637
"6944","e1",36,2.0481587,0.012602,0.0712,9.480049,1013.494507,39.6699,55.001,7.0959473,199.95374,5.2888637
"6945","e1",37,2.0497654,0.012602,0.0712,9.460289,1013.472534,39.6699,55.001,7.0959473,199.95374,5.2888637
"6946","e1",38,2.051354,0.012602,0.0712,9.437858,1013.482544,39.6699,55.001,7.0959473,199.95374,5.2888637
"6947","e1",39,2.0527126,0.012602,0.0712,9.415426,1013.480591,39.6687,55.001,7.0959473,199.95374,5.2888637
"6948","e1",40,2.0543643,0.012602,0.0712,9.395666,1013.480591,39.6691,55.001,7.0959473,199.95374,5.2888637
"6949","e1",41,2.0557629,0.012602,0.0712,9.373236,1013.546021,39.6699,55.001,7.0959473,199.95374,5.2888637
"6950","e1",42,2.0573445,0.012602,0.0712,9.353476,1013.512512,39.6707,55.001,7.0959473,199.95374,5.2888637
"6951","e1",43,2.0586035,0.012602,0.0712,9.34226,1013.512024,39.6695,55.001,7.0959473,199.95374,5.2888637
"6952","e1",44,2.06004,0.012602,0.0712,9.32517,1013.521484,39.6707,55.001,7.0959473,199.95374,5.2888637
"6953","e1",45,2.0615559,0.012602,0.0712,9.32517,1013.481445,39.6703,55.001,7.0959473,199.95374,5.2888637
"6954","e1",46,2.0629426,0.012602,0.0712,9.302738,1013.402466,39.6699,55.001,7.0959473,199.95374,5.2888637
"6955","e1",47,2.0643474,0.012602,0.0712,9.286182,1013.38446,39.6695,55.001,7.0959473,199.95374,5.2888637
"6956","e1",48,2.0657036,0.012602,0.0712,9.272297,1013.419067,39.6703,55.001,7.0959473,199.95374,5.2888637
"6957","e1",49,2.0671333,0.012602,0.0712,9.249866,1013.409973,39.6699,55.001,7.0959473,199.95374,5.2888637
"6958","e1",50,2.0681565,0.012602,0.0712,9.224766,1013.447937,39.6703,55.001,7.0959473,199.95374,5.2888637
"6959","e1",51,2.0695334,0.012602,0.0712,9.205005,1013.447937,39.6699,55.001,7.0959473,199.95374,5.2888637
"6960","e1",52,2.0709807,0.012602,0.0712,9.179904,1013.44397,39.6703,55.001,7.0959473,199.95374,5.2888637
"6961","e1",53,2.0725249,0.012602,0.0712,9.148928,1013.522461,39.6703,55.001,7.0959473,199.95374,5.2888637
"6962","e1",54,2.074022,0.012602,0.0712,9.126497,1013.516968,39.6695,55.001,7.0959473,199.95374,5.2888637
"6963","e1",55,2.0753811,0.012602,0.0712,9.109941,1013.535522,39.6703,55.001,7.0959473,199.95374,5.2888637
"6964","e1",56,2.0767798,0.012602,0.0712,9.109941,1013.564575,39.6695,55.001,7.0959473,199.95374,5.2888637
"6965","e1",57,2.0778413,0.012602,0.0712,9.090181,1013.722534,39.6699,55.001,7.0959473,199.95374,5.2888637
"6966","e1",58,2.079384,0.012602,0.0712,9.07042,1013.820984,39.6703,55.001,7.0959473,199.95374,5.2888637
"6967","e1",59,2.08104,0.012602,0.0712,9.05066,1014.061523,39.6695,55.001,7.0959473,199.95374,5.2888637
"6968","e1",60,2.0822722,0.012602,0.0712,9.028229,1014.124512,39.6703,55.001,7.0959473,199.95374,5.2888637
"6969","e1",61,2.0836089,0.012602,0.0712,9.00206,1014.153503,39.6691,55.001,7.0959473,199.95374,5.2888637
"6970","e1",62,2.0848723,0.012602,0.0712,8.973755,1014.153503,39.6703,55.001,7.0959473,199.95374,5.2888637
"6971","e1",63,2.0859438,0.012602,0.0712,8.947586,1014.103027,39.6699,55.001,7.0959473,199.95374,5.2888637
"6972","e1",64,2.0871201,0.012602,0.0712,8.92462,1014.001587,39.6707,55.001,7.0959473,199.95374,5.2888637
"6973","e1",65,2.0886433,0.012602,0.0712,8.898985,1013.812012,39.6703,55.001,7.0959473,199.95374,5.2888637
"6974","e1",66,2.0898406,0.012602,0.0712,8.882429,1013.812012,39.6703,55.001,7.0959473,199.95374,5.2888637
"6975","e1",67,2.0909937,0.012602,0.0712,8.882429,1013.848511,39.6699,55.001,7.0959473,199.95374,5.2888637
"6976","e1",68,2.0922214,0.012602,0.0712,8.865339,1013.837036,39.6695,55.001,7.0959473,199.95374,5.2888637
"6977","e1",69,2.0937517,0.012602,0.0712,8.854124,1013.842957,39.6703,55.001,7.0959473,199.95374,5.2888637
"6978","e1",70,2.0951238,0.012602,0.0712,8.840239,1013.882996,39.6699,55.001,7.0959473,199.95374,5.2888637
"6979","e1",71,2.0960159,0.012602,0.0712,8.834363,1013.810913,39.6695,55.001,7.0959473,199.95374,5.2888637
"6980","e1",72,2.0969839,0.012602,0.0712,8.819943,1013.763489,39.6695,55.001,7.0959473,199.95374,5.2888637
"6981","e1",73,2.098033,0.012602,0.0712,8.811399,1013.763489,39.6695,55.001,7.0959473,199.95374,5.2888637
"6982","e1",74,2.0993132,0.012602,0.0712,8.794843,1013.736511,39.6703,55.001,7.0959473,199.95374,5.2888637
"6983","e1",75,2.1006255,0.012602,0.0712,8.780956,1013.716492,39.6699,55.001,7.1089454,199.92989,5.3309216
"6984","e1",76,2.1018892,0.012602,0.0712,8.767071,1013.758972,39.6695,55.001,7.1089454,199.92989,5.3309216
"6985","e1",77,2.1028262,0.012602,0.0712,8.755856,1013.770508,39.6695,55.001,7.1089454,199.92989,5.3309216
"6986","e1",78,2.1043123,0.012602,0.0712,8.755856,1013.735474,39.6703,55.001,7.1089454,199.92989,5.3309216
"6987","e1",79,2.1053767,0.012602,0.0712,8.747845,1013.836548,39.6712,55.001,7.1089454,199.92989,5.3309216
"6988","e1",80,2.1063843,0.012602,0.0712,8.7393,1013.817505,39.6699,55.001,7.1089454,199.92989,5.3309216
"6989","e1",81,2.1077971,0.012602,0.0712,8.733425,1013.726929,39.6699,55.001,7.1089454,199.92989,5.3309216
"6990","e1",82,2.1090989,0.012602,0.0712,8.72221,1013.71106,39.6699,55.001,7.1089454,199.92989,5.3309216
"6991","e1",83,2.110239,0.012602,0.0712,8.714198,1013.736511,39.6691,55.001,7.1089454,199.92989,5.3309216
"6992","e1",84,2.111085,0.012602,0.0712,8.702983,1013.736511,39.6699,55.001,7.1089454,199.92989,5.3309216
"6993","e1",85,2.1120752,0.012602,0.0712,8.700313,1013.744507,39.6703,55.001,7.1089454,199.92989,5.3309216
"6994","e1",86,2.1129402,0.012602,0.0712,8.697642,1013.682983,39.6703,55.001,7.1089454,199.92989,5.3309216
"6995","e1",87,2.113918,0.012602,0.0712,8.689097,1013.69104,39.6691,55.001,7.1089454,199.92989,5.3309216
"6996","e1",88,2.1156946,0.012602,0.0712,8.685893,1013.709595,39.6703,55.001,7.1089454,199.92989,5.3309216
"6997","e1",89,2.1171133,0.012602,0.0712,8.685893,1013.721008,39.6699,55.001,7.1089454,199.92989,5.3309216
"6998","e1",90,2.1182837,0.012602,0.0712,8.680018,1013.659973,39.6691,55.001,7.1089454,199.92989,5.3309216
"6999","e1",91,2.1193691,0.012602,0.0712,8.674144,1013.762024,39.6699,55.001,7.1089454,199.92989,5.3309216
"7000","e1",92,2.1205288,0.012602,0.0712,8.668269,1013.777466,39.6703,55.001,7.1089454,199.92989,5.3309216
"7001","e1",93,2.1216406,0.012602,0.0712,8.668269,1013.850464,39.6699,55.001,7.1089454,199.92989,5.3309216
"7002","e1",94,2.1225505,0.012602,0.0712,8.662929,1013.774536,39.6695,55.001,7.1089454,199.92989,5.3309216
"7003","e1",95,2.1239275,0.012602,0.0712,8.662929,1013.774536,39.6703,55.001,7.1089454,199.92989,5.3309216
"7004","e1",96,2.1251326,0.012602,0.0712,8.654384,1013.775513,39.6712,55.001,7.1089454,199.92989,5.3309216
"7005","e1",97,2.1261567,0.012602,0.0712,8.649042,1013.710571,39.6712,55.001,7.1089454,199.92989,5.3309216
"7006","e1",98,2.1274058,0.012602,0.0712,8.649042,1013.754517,39.6699,55.001,7.1089454,199.92989,5.3309216
"7007","e1",99,2.1283826,0.012602,0.0712,8.645838,1013.645996,39.6695,55.001,7.1089454,199.92989,5.3309216
"7008","e1",100,2.1296477,0.012602,0.0712,8.645838,1013.612,39.6703,55.001,7.1089454,199.92989,5.3309216
"7009","e1",101,2.1306416,0.012602,0.0712,8.639963,1013.681946,39.6699,55.001,7.1089454,199.92989,5.3309216
"7010","e1",102,2.1316528,0.012602,0.0712,8.637293,1013.742004,39.6691,55.001,7.1089454,199.92989,5.3309216
"7011","e1",103,2.1327671,0.012602,0.0712,8.631418,1013.661987,39.6699,55.001,7.1089454,199.92989,5.3309216
"7012","e1",104,2.1337974,0.012602,0.0712,8.620203,1013.636536,39.6703,55.001,7.1089454,199.92989,5.3309216
"7013","e1",105,2.1343794,0.012602,0.0712,8.617533,1013.753052,39.6699,55.001,7.1089454,199.92989,5.3309216
"7014","e1",106,2.1356943,0.012602,0.0712,8.612192,1013.753052,39.6695,55.001,7.1089454,199.92989,5.3309216
"7015","e1",107,2.1371016,0.012602,0.0712,8.606852,1013.692505,39.6699,55.001,7.1089454,199.92989,5.3309216
"7016","e1",108,2.1382625,0.012602,0.0712,8.598307,1013.645508,39.6703,55.001,7.1089454,199.92989,5.3309216
"7017","e1",109,2.1391799,0.012602,0.0712,8.595636,1013.737488,39.6699,55.001,7.1089454,199.92989,5.3309216
"7018","e1",110,2.1399612,0.012602,0.0712,8.590296,1013.837036,39.6707,55.001,7.1089454,199.92989,5.3309216
"7019","e1",111,2.1409883,0.012602,0.0712,8.590296,1013.820007,39.6712,55.001,7.1089454,199.92989,5.3309216
"7020","e1",112,2.1419309,0.012602,0.0712,8.58442,1013.814575,39.6695,55.001,7.1089454,199.92989,5.3309216
"7021","e1",113,2.1430334,0.012602,0.0712,8.58442,1013.805054,39.6703,55.001,7.1089454,199.92989,5.3309216
"7022","e1",114,2.1442935,0.012602,0.0712,8.58442,1013.78595,39.6712,55.001,7.1089454,199.92989,5.3309216
"7023","e1",115,2.1450408,0.012602,0.0712,8.581216,1013.832397,39.6703,55.001,7.1089454,199.92989,5.3309216
"7024","e1",116,2.1459663,0.012602,0.0712,8.578012,1013.852539,39.6699,55.001,7.1089454,199.92989,5.3309216
"7025","e1",117,2.1467678,0.012602,0.0712,8.575341,1013.852539,39.6695,55.001,7.1089454,199.92989,5.3309216
"7026","e1",118,2.1476677,0.012602,0.0712,8.566796,1013.796509,39.6707,55.001,7.1089454,199.92989,5.3309216
"7027","e1",119,2.1486287,0.012602,0.0712,8.566796,1013.819519,39.6703,55.001,7.1089454,199.92989,5.3309216
"7028","e1",120,2.1500911,0.012602,0.0712,8.566796,1013.830444,39.6699,55.001,7.1089454,199.92989,5.3309216
"7029","e1",121,2.1518088,0.012602,0.0712,8.564126,1013.738464,39.6699,55.001,7.1089454,199.92989,5.3309216
"7030","e1",122,2.1527207,0.012602,0.0712,8.564126,1013.689087,39.6695,55.001,7.1089454,199.92989,5.3309216
"7031","e1",123,2.152855,0.012602,0.0712,8.566796,1013.700989,39.6703,55.001,7.1089454,199.92989,5.3309216
"7032","e1",124,2.1532693,0.012602,0.0712,8.572137,1013.734009,39.6712,55.001,7.1089454,199.92989,5.3309216
"7033","e1",125,2.1544309,0.012602,0.0712,8.569467,1013.725952,39.6699,55.001,7.1089454,199.92989,5.3309216
"7034","e1",126,2.1554436,0.012602,0.0712,8.564126,1013.705444,39.6703,55.001,7.1089454,199.92989,5.3309216
"7035","e1",127,2.1561804,0.012602,0.0712,8.555581,1013.660461,39.6712,55.001,7.1089454,199.92989,5.3309216
"7036","e1",128,2.1573591,0.012602,0.0712,8.550241,1013.660461,39.6699,55.001,7.1089454,199.92989,5.3309216
"7037","e1",129,2.1585947,0.012602,0.0712,8.54223,1013.651001,39.6707,55.001,7.1089454,199.92989,5.3309216
"7038","e1",130,2.1594675,0.012602,0.0712,8.536889,1013.624512,39.6703,55.001,7.1089454,199.92989,5.3309216
"7039","e1",131,2.1601731,0.012602,0.0712,8.531013,1013.594055,39.6703,55.001,7.1089454,199.92989,5.3309216
"7040","e1",132,2.1614578,0.012602,0.0712,8.534218,1013.677063,39.6707,55.001,7.1089454,199.92989,5.3309216
"7041","e1",133,2.1626033,0.012602,0.0712,8.534218,1013.676453,39.6703,55.001,7.1089454,199.92989,5.3309216
"7042","e1",134,2.1636958,0.012602,0.0712,8.528343,1013.646973,39.6707,55.001,7.1089454,199.92989,5.3309216
"7043","e1",135,2.1649248,0.012602,0.0712,8.525139,1013.657043,39.6695,55.001,7.117342,200.01572,5.365227
"7044","e1",136,2.166531,0.012602,0.0712,8.519264,1013.645996,39.6699,55.001,7.117342,200.01572,5.365227
"7045","e1",137,2.1676123,0.012602,0.0712,8.516594,1013.58905,39.6695,55.001,7.117342,200.01572,5.365227
"7046","e1",138,2.1687915,0.012602,0.0712,8.51339,1013.659546,39.6707,55.001,7.117342,200.01572,5.365227
"7047","e1",139,2.1699199,0.012602,0.0712,8.51339,1013.659546,39.6703,55.001,7.117342,200.01572,5.365227
"7048","e1",140,2.1709502,0.012602,0.0712,8.508049,1013.722473,39.6703,55.001,7.117342,200.01572,5.365227
"7049","e1",141,2.1714397,0.012602,0.0712,8.502708,1013.772461,39.6699,55.001,7.117342,200.01572,5.365227
"7050","e1",142,2.1725046,0.012602,0.0712,8.500038,1013.785522,39.6695,55.001,7.117342,200.01572,5.365227
"7051","e1",143,2.1731025,0.012602,0.0712,8.488823,1013.86853,39.6699,55.001,7.117342,200.01572,5.365227
"7052","e1",144,2.1738792,0.012602,0.0712,8.488823,1013.814087,39.6699,55.001,7.117342,200.01572,5.365227
"7053","e1",145,2.1748188,0.012602,0.0712,8.480812,1013.768555,39.6712,55.001,7.117342,200.01572,5.365227
"7054","e1",146,2.1758125,0.012602,0.0712,8.478142,1013.8125,39.6712,55.001,7.117342,200.01572,5.365227
"7055","e1",147,2.1767324,0.012602,0.0712,8.478142,1013.763,39.6707,55.001,7.117342,200.01572,5.365227
"7056","e1",148,2.1779568,0.012602,0.0712,8.472267,1013.711548,39.6695,55.001,7.117342,200.01572,5.365227
"7057","e1",149,2.1782112,0.012602,0.0712,8.472267,1013.765442,39.6707,55.001,7.117342,200.01572,5.365227
"7058","e1",150,2.1791863,0.012602,0.0712,8.472267,1013.765442,39.6699,55.001,7.117342,200.01572,5.365227
"7059","e1",151,2.1806094,0.012602,0.0712,8.466393,1013.827515,39.6699,55.001,7.117342,200.01572,5.365227
"7060","e1",152,2.1816326,0.012602,0.0712,8.457847,1013.736023,39.6695,55.001,7.117342,200.01572,5.365227
"7061","e1",153,2.1823633,0.012602,0.0712,8.455176,1013.837524,39.6703,55.001,7.117342,200.01572,5.365227
"7062","e1",154,2.1833936,0.012602,0.0712,8.455176,1013.793579,39.6695,55.001,7.117342,200.01572,5.365227
"7063","e1",155,2.1842151,0.012602,0.0712,8.455176,1013.762024,39.6699,55.001,7.117342,200.01572,5.365227
"7064","e1",156,2.1856189,0.012602,0.0712,8.446631,1013.771606,39.6707,55.001,7.117342,200.01572,5.365227
"7065","e1",157,2.1870908,0.012602,0.0712,8.446631,1013.806519,39.6699,55.001,7.117342,200.01572,5.365227
"7066","e1",158,2.1879517,0.012602,0.0712,8.449302,1013.746948,39.6707,55.001,7.117342,200.01572,5.365227
"7067","e1",159,2.1884976,0.012602,0.0712,8.438087,1013.721985,39.6707,55.001,7.117342,200.01572,5.365227
"7068","e1",160,2.1891516,0.012602,0.0712,8.430076,1013.716003,39.6699,55.001,7.117342,200.01572,5.365227
"7069","e1",161,2.1897964,0.012602,0.0712,8.427405,1013.716003,39.6703,55.001,7.117342,200.01572,5.365227
"7070","e1",162,2.1912551,0.012602,0.0712,8.41886,1013.675476,39.6703,55.001,7.117342,200.01572,5.365227
"7071","e1",163,2.1924929,0.012602,0.0712,8.410316,1013.695007,39.6703,55.001,7.117342,200.01572,5.365227
"7072","e1",164,2.1934028,0.012602,0.0712,8.412986,1013.700012,39.6707,55.001,7.117342,200.01572,5.365227
"7073","e1",165,2.1941907,0.012602,0.0712,8.412986,1013.721497,39.6699,55.001,7.117342,200.01572,5.365227
"7074","e1",166,2.1948789,0.012602,0.0712,8.412986,1013.784485,39.6703,55.001,7.117342,200.01572,5.365227
"7075","e1",167,2.1955586,0.012602,0.0712,8.409781,1013.877563,39.6712,55.001,7.117342,200.01572,5.365227
"7076","e1",168,2.1964436,0.012602,0.0712,8.412986,1013.866028,39.6703,55.001,7.117342,200.01572,5.365227
"7077","e1",169,2.1971487,0.012602,0.0712,8.412986,1013.872925,39.6699,55.001,7.117342,200.01572,5.365227
"7078","e1",170,2.1977981,0.012602,0.0712,8.412986,1013.915527,39.6703,55.001,7.117342,200.01572,5.365227
"7079","e1",171,2.1990789,0.012602,0.0712,8.407111,1013.820984,39.6712,55.001,7.117342,200.01572,5.365227
"7080","e1",172,2.2000239,0.012602,0.0712,8.399099,1013.820984,39.6703,55.001,7.117342,200.01572,5.365227
"7081","e1",173,2.2011538,0.012602,0.0712,8.393225,1013.729492,39.6699,55.001,7.117342,200.01572,5.365227
"7082","e1",174,2.2027676,0.012602,0.0712,8.387884,1013.671021,39.6703,55.001,7.117342,200.01572,5.365227
"7083","e1",175,2.2036646,0.012602,0.0712,8.373999,1013.607544,39.6695,55.001,7.117342,200.01572,5.365227
"7084","e1",176,2.2042859,0.012602,0.0712,8.368658,1013.520996,39.6699,55.001,7.117342,200.01572,5.365227
"7085","e1",177,2.2052402,0.012602,0.0712,8.368658,1013.560547,39.6712,55.001,7.117342,200.01572,5.365227
"7086","e1",178,2.2065732,0.012602,0.0712,8.365454,1013.614563,39.6703,55.001,7.117342,200.01572,5.365227
"7087","e1",179,2.2076038,0.012602,0.0712,8.360113,1013.599487,39.6699,55.001,7.117342,200.01572,5.365227
"7088","e1",180,2.2090173,0.012602,0.0712,8.354239,1013.653992,39.6707,55.001,7.117342,200.01572,5.365227
"7089","e1",181,2.2097378,0.012602,0.0712,8.360113,1013.69104,39.6707,55.001,7.117342,200.01572,5.365227
"7090","e1",182,2.2101619,0.012602,0.0712,8.360113,1013.698547,39.6712,55.001,7.117342,200.01572,5.365227
"7091","e1",183,2.2106096,0.012602,0.0712,8.360113,1013.698547,39.6703,55.001,7.117342,200.01572,5.365227
"7092","e1",184,2.2121235,0.012602,0.0712,8.354239,1013.629517,39.6703,55.001,7.117342,200.01572,5.365227
"7093","e1",185,2.2132776,0.012602,0.0712,8.357443,1013.607544,39.6703,55.001,7.117342,200.01572,5.365227
"7094","e1",186,2.2143206,0.012602,0.0712,8.354239,1013.507507,39.6716,55.001,7.117342,200.01572,5.365227
"7095","e1",187,2.2154653,0.012602,0.0712,8.354239,1013.499512,39.6707,55.001,7.117342,200.01572,5.365227
"7096","e1",188,2.2162671,0.012602,0.0712,8.354239,1013.481567,39.6707,55.001,7.117342,200.01572,5.365227
"7097","e1",189,2.2171589,0.012602,0.0712,8.351568,1013.545532,39.6707,55.001,7.117342,200.01572,5.365227
"7098","e1",190,2.2184663,0.012602,0.0712,8.348898,1013.620972,39.6703,55.001,7.117342,200.01572,5.365227
"7099","e1",191,2.2194785,0.012602,0.0712,8.337149,1013.726929,39.6703,55.001,7.117342,200.01572,5.365227
"7100","e1",192,2.2203904,0.012602,0.0712,8.328603,1013.739441,39.6707,55.001,7.117342,200.01572,5.365227
"7101","e1",193,2.220999,0.012602,0.0712,8.316854,1013.739441,39.6707,55.001,7.117342,200.01572,5.365227
"7102","e1",194,2.2215525,0.012602,0.0712,8.308309,1013.739441,39.6707,55.001,7.117342,200.01572,5.365227
"7103","e1",195,2.2223477,0.012602,0.0712,8.308309,1013.656433,39.6707,55.001,7.122108,200.1397,5.4081116
"7104","e1",196,2.2236064,0.012602,0.0712,8.308309,1013.674438,39.6707,55.001,7.122108,200.1397,5.4081116
"7105","e1",197,2.224886,0.012602,0.0712,8.308309,1013.68811,39.6699,55.001,7.122108,200.1397,5.4081116
"7106","e1",198,2.2255601,0.012602,0.0712,8.308309,1013.652954,39.6707,55.001,7.122108,200.1397,5.4081116
"7107","e1",199,2.2262224,0.012602,0.0712,8.308309,1013.648071,39.6712,55.0012,7.122108,200.1397,5.4081116
"7108","e1",200,2.2273518,0.012602,0.0712,8.310979,1013.709473,39.6707,55.001,7.122108,200.1397,5.4081116
"7109","e1",201,2.2284543,0.012602,0.0712,8.305104,1013.636414,39.6703,55.001,7.122108,200.1397,5.4081116
"7110","e1",202,2.229353,0.012602,0.0712,8.297092,1013.634949,39.6695,55.001,7.122108,200.1397,5.4081116
"7111","e1",203,2.2299331,0.012602,0.0712,8.291752,1013.714478,39.6703,55.001,7.122108,200.1397,5.4081116
"7112","e1",204,2.2307065,0.012602,0.0712,8.289082,1013.722961,39.6699,55.001,7.122108,200.1397,5.4081116
"7113","e1",205,2.231293,0.012602,0.0712,8.286411,1013.722961,39.6707,55.001,7.122108,200.1397,5.4081116
"7114","e1",206,2.2325066,0.012602,0.0712,8.281071,1013.729004,39.6699,55.001,7.122108,200.1397,5.4081116
"7115","e1",207,2.2336506,0.012602,0.0712,8.281071,1013.827515,39.6707,55.001,7.122108,200.1397,5.4081116
"7116","e1",208,2.2345098,0.012602,0.0712,8.2784,1013.760559,39.6699,55.001,7.122108,200.1397,5.4081116
"7117","e1",209,2.2353196,0.012602,0.0712,8.27306,1013.734985,39.6707,55.001,7.122108,200.1397,5.4081116
"7118","e1",210,2.2362129,0.012602,0.0712,8.27306,1013.764038,39.6707,55.0012,7.122108,200.1397,5.4081116
"7119","e1",211,2.2369434,0.012602,0.0712,8.264515,1013.762512,39.6699,55.001,7.122108,200.1397,5.4081116
"7120","e1",212,2.2378289,0.012602,0.0712,8.261311,1013.74646,39.6703,55.0012,7.122108,200.1397,5.4081116
"7121","e1",213,2.2389341,0.012602,0.0712,8.261311,1013.791504,39.6716,55.001,7.122108,200.1397,5.4081116
"7122","e1",214,2.2398452,0.012602,0.0712,8.258106,1013.799011,39.6699,55.001,7.122108,200.1397,5.4081116
"7123","e1",215,2.2408845,0.012602,0.0712,8.254902,1013.822937,39.6703,55.001,7.122108,200.1397,5.4081116
"7124","e1",216,2.2415945,0.012602,0.0712,8.252232,1013.822937,39.6699,55.0012,7.122108,200.1397,5.4081116
"7125","e1",217,2.242448,0.012602,0.0712,8.246891,1013.792969,39.6699,55.0012,7.122108,200.1397,5.4081116
"7126","e1",218,2.2433074,0.012602,0.0712,8.243687,1013.744995,39.6699,55.001,7.122108,200.1397,5.4081116
"7127","e1",219,2.2439731,0.012602,0.0712,8.241016,1013.724487,39.6712,55.001,7.122108,200.1397,5.4081116
"7128","e1",220,2.245094,0.012602,0.0712,8.233006,1013.729004,39.6703,55.0012,7.122108,200.1397,5.4081116
"7129","e1",221,2.2458818,0.012602,0.0712,8.233006,1013.693542,39.6699,55.0012,7.122108,200.1397,5.4081116
"7130","e1",222,2.2469341,0.012602,0.0712,8.233006,1013.665527,39.6703,55.001,7.122108,200.1397,5.4081116
"7131","e1",223,2.2475593,0.012602,0.0712,8.230335,1013.655945,39.6703,55.0012,7.122108,200.1397,5.4081116
"7132","e1",224,2.2485923,0.012602,0.0712,8.222324,1013.614441,39.6712,55.001,7.122108,200.1397,5.4081116
"7133","e1",225,2.2494753,0.012602,0.0712,8.216983,1013.614441,39.6699,55.001,7.122108,200.1397,5.4081116
"7134","e1",226,2.2503467,0.012602,0.0712,8.216983,1013.629028,39.6699,55.001,7.122108,200.1397,5.4081116
"7135","e1",227,2.2511104,0.012602,0.0712,8.205234,1013.629028,39.6712,55.001,7.122108,200.1397,5.4081116
